review_text,rating,product_id,time,summary
I recently recieved this item. The reception is about the same as my Grundig s350. I took off 1 star  because on fm I cant get 103 cleary but my grundig can get it better. Is it because the antena is too small? Or is it that I need to modify it??? The am reception is good. The sound is better than the grundig s350!!! Over all the radio is good.,4.0,B00000J061,1134432000,good
"Not the greatest, but after a month it is still working great. I wish it had more than 1,5 and 10 minutes light time though, but for $12 you can't really go wrong! I'm running the 23watt GE CFLs and it all works flawlessly.",4.0,B00002N5E4,1346025600,Working great
"The Rio is overall a great product. The buttons and &quot;interface&quot; on the player itself are for the most part intuitive (though it took me some time to figure out the more &quot;advanced&quot; features) and are  easy to use, even when you're fumbling around in your pocket to change a  song.The fact that the player is unskipable (it's not like MiniDisc  where they SAY it doesn't skip and it really does) and extremely  lightweight makes the Rio the perfect exercise companion; I take it on  every run.For 99% of purposes, 64 megabytes memory is enough (unless  you're a fan of 256 kb encoding). I can almost always fit ten or more songs  on the player, and changing them is easy enough. So don't worry about the  memory size-it's enough.The software (I use a Macintosh) is well done  and makes it very easy to transfer songs to the player itself. The only  thing I was less than perfectly happy with was the wait while the songs  copy (in the scheme of things, a very small flaw). The USB interface was no  problem at all, even on an older, less compatible iMac (Revision A).The  headphones included with the player are neat looking, but not great  sounding. The fidelity is low, with barely any low and low-mid-range sound.  Assume you will have to spend at least another $25 for decent  ear-buds.The only feature I feel the Rio lacks is recording capabilities  like the Nomad. But again, no big deal.Overall, a great product. I'd buy  one for a friend.",4.0,B00000JSGF,960163200,Almost Perfect
"I use Sony 51's in the gym and they are a nice earbud phone but I've had them for awhile and wanted to try something else. I read some reviews and ordered these. First off they need to go it like hearing protection foam plugs. You squeeze and rotate the foam plug and insert it in your ear as you pull the top of your ear back with the other hand. They must be held in place for several seconds so the foam can expand and conform to your ear. If you insert them properly they do sound very good but with exaggerated bass. If you like exaggerated heavy bass these are for you. As for the guy who said buy a dozen or half dozen and thank him later, Idon't think that that's necessary. They are very nice sounding for the price and work good in the gym for me. If your mp3 player has an eq you can select a curve that makes them sound more realistic. Hope that helps!",4.0,B00001P4XA,1164844800,Nice for the price if you like bass.
"I love these cases, and have a few of them, and will get more.  No real complaints with them - sure reduced the amount of shelf space my DVDs required, and allows me to organize by genre.  The sleeves are held in a 3-ring binder, so they can be pulled out and re-arranged, too, so if you like to keep your DVDs alphabetically, you can pop a new CD into the stream without having to move every DVD like one would have to with the stupid other caselogic cases that don't have removable pages.  The material is strong adn well made.  I very much like the leather look and feel of the case, and they look sharp on the shelf.  The zippers are strong and well formed, the rivets are good, the binder material is sturdy. These babies will last for a good long time.My only complaint with this case - and also the 10 DVD holder from caselogic - is that they really don't hold that many without bulging or overpacking. I figure the 20 DVD holder averages about 18 discs, and the 10 holder gets 8 or 9.  Figure it this way - I have 8 of these holders. One holder when I bought it was missing 5 sleeves.  But even though I started 5 sleeves less I should have, it doesn't matter, becuase after filling all the holders to their capacity, I have about 20 sleeves left over that I can't use, becuase the case holders aren't big enough to hold as many DVDs as they say.The other caveat is that they have no place in which to put a label to let you know what's inside them.  I thought of putting stickers onthem, but realized that open and closing them would eventually force the stickers to come undone, and look ugly. So what I did, and I recommend this to you, is to make small cardstock labels with the contents of the case (I sort mine by genre, so mine say ""Action"" or ""Science fiction"", and each genre has it's own color scheme, etc. I did not put the movie names on the labels, cuz one never knows when one will need to move a movie to another case to make room for another, eh?), and then tied some string to them and put the string through the hole in the zipper handle. This system works wonderfully, and if you make really nice cards for them, they look good, too.For those two reasons, I only give these 4 stars.Those caveats aside, these are wonderful - the sleeves have room to put the front page or other amterials from the DVD, space for the disc itself (they can even fit 2 DVDs in them, for those double DVD sets like Star Wars).  They reduced my shelving needs by about 80%, and for that, it's worth the cost,... And it's way easier to carry 20 DVDs in one package, then 20 plastic DVD containers.Buy these, get your life in order, and open some space in your house.",4.0,B00000J4CX,1041897600,Fantastic! Though not quite as spacy as it says
"I bought this at the same time I bought the Kindel Fire HD 7. It is exactly as pictured, the fit was great, and the price was right. The reason for the 4 stars is the cut outs for the volume and power buttons are on the edges of case but the actual buttons are located on the back of the Kindel. You can't access either button while the case is on. Apparently when Kindel upgrades a tablet they don't change the name or add a number to it like Apple does with the iPad. I went back and searched for clues in the description that this was for a different version Kindel and did not find anything. If you want a decent case and you don't want to pay a lot for it, this is the one but just make sure it's designed for the HD 7 Kindel version you are buying.",4.0,7214047977,1394755200,Be careful
While it doesn't have a light and its screen has been far surpassed by other readers throughout the years. However since it uses android you can easily root it and install apps that allows you to read Kindle books and pretty much anything else your heart desires. Even can play Angry Birds if you really wanted to.,4.0,140053271X,1381708800,Great ebook reader and easily hackable
"It came early which is nice, it didnt come with a box which was already described in the details. but It was nice, came as described and worked fine.",4.0,1400532655,1393286400,Not to bad
"Nicely padded, room for a couple filters and extra film.  Compact and great for carrying.  Caution!  Leave it zipped, because if you pick up this bag opened your camera will fall out.",4.0,B00004TX6Z,1221523200,A lot for little.
does not work with Win& out of the box - have yet to find anything to make it work - find an older machine (XP) and see if you can extract your data.,4.0,B00000JI4F,1404518400,does not work with Win& out of the box - ...
"I like the product, however after doing some research I found what I believe to be the EXACT same reel at sears for $24.95. I actually purchased one from Sears when they were offering it for $18 and some change. The construction is identical but the one from Sears does not have a circuit breaker, to me that's not a big deal.  Other then that so far it works like I expected it to.",4.0,B0000225BD,1372550400,Can find it cheaper
"Very impressive performance for the price! They do better than expected in lowlight conditions, the lenses don't fog (yet!) and the carrying case is anadded extra. I might buy another pair for my sons.",4.0,B00004SABJ,1337644800,Very nice binoculars
"This CB Radio is identical to the model sold as the ""HH Road Trip"". For a dollar more, the latter model also includes a magnetic rooftop antenna with coax cable. The radios are the same, down to the model number inside the package, the manual, and the FCC type certification.I think Amazon should tell users that the HH Road Trip includes an antenna for the same cost, and is the same product. Otherwise, they should reduce the price of this package to account for the lack of a magnetic mount antenna.",4.0,B00004TKVD,1266537600,Identical to the ROAD TRIP model but lacks magnetic antenna
Works fine. The only Caveat is that you may need to manually switch the end where the cable comes out to match the  direction of your cassette player.  When used as configured my player rejected it until I changed the end the cable came out.  I would have preferred a product that did not require configuration.,4.0,B000001OM4,1365897600,Works Fine.
"I use these to hold my kitchen appliance cords.  They work great, I use to use twist ties, which worked, but these are just so much nicer.  The entire strip is velcro and then the one end has the sticky part.  They come in multi colors.",4.0,B00000J1SC,1322438400,mulit colored velcro ties
"Works fine when I bought it, Covers the whole house all 2000 sq ft. Finally died after several years. Bought a Cisco Valefolus to replace it",4.0,B00003006E,1398124800,Works Fine
"Whether you are a fan of Monster or not, the price is right even though it doesn't sound as fancy as the other surge protectors.",4.0,B00003CWDG,1163116800,"good price, good product"
"Decent amount of options, good lens quality, but do wish it had exposure compensation and spot metering, I've found many lighting situations where this camera could have used those features. Also wish the lens were a little wider angle so found a used Canon Z90W.",4.0,B00004U8B8,1189468800,Good basic P+S
I use these to monitor playback during recording sessions. They sound fine and are lightweight and comfortable. Three more words.,4.0,B00001P4ZR,1354060800,Great Sound For the Price
I bought this product for the handhelds I bought a couple of weeks prior. I used this for my job because I was not always in the cafe and if something was needed from the storerooms or there was a customer complaint/problem. They worked great and did as I expected to!,4.0,B00000JD34,1355270400,Awesome Handset
"Took this to the Police concert. Worked great. Comes with a case, easy to carry, magnification allows you to see properly in any lighting conditions.",4.0,B00004SABB,1187308800,Very good buy......................................
Had old movies that we were unable to view because they kept skipping. Gave them a good cleaning and all were view able.,4.0,B00000J1QR,1378339200,Worked Great
"I love Brother label-makers--they are the easiest to use.  This standard tape is good and has lasted me a long time.  Will not stick on large plastic containers very well, but does fine on smaller containers for holding sugar, coffee, decaf, flour, etc.I wish Brother would make it easier to remove the backing on this labels.  It takes much longer than printing up and printing out the label itself.",4.0,B00000K135,1199059200,Labeling Madness
"I use my eMap for topographical maps. With the 8 Meg of RAM, I am able to  download the areas covering the Appalachian Trail from West Virginia to the  Southern end in Virgnia. That takes about 4 Meg--plenty of room for other  regions as well. Because GPS signals are so weak, the antenna needs to be  exposed to the sky to keep a good signal. The flat back of the eMap makes a  strip of velcro easy to apply to allow mounting of the unit on the shoulder  strap of a backpack. The features aren't as numerous as the Garmin III+,  but it covers all the basics and provides a large, crisp screen. I haven't  tried the dash mount for my truck, but it looks like it would do well in  that environment as well.",4.0,B00003OPEU,966211200,Fun Gadget
"I mean this thing is small.  I'm a network administrator, but I only have one ethernet port in my office, so I needed a switch (or hub) to allow me to add more than one computer to the network in here.  This thing sits on my desk and have a really small footprint.  It's awesome.  It has all the indicator lights I need/want, and it fast, really fast.  I have always been a fan of Linksys products, and this one is no different.  If need a hub and can spare a few bucks for a switch, they are faster, and this one is great.  And yes, it has an uplink port.",4.0,B00003006E,980553600,Now this is a great little product.
"This mouse has great optical resolution (1500 dpi) which results in extremely precise pointer movement.  The shape is fairly comfortable and the button placement is well thought of.  I especially appreciate the  buttons on either side of the mouse which act as back and forward buttons  for the internet browser.  The plain beige color is also nice if one has a  plain beige PC setup like I do.There are, however, a couple of problems  that I encountered.  Because of the lack of support for the right side of  one's palm, the pinky finger could get sore after sustained mouse use.  The  previous generation MS mouse does not have this problem it seems.  Also the  optics would not work correctly on certain type of surfaces; any surface  that is shinny/reflective, or too complicated like a photographic mouse  pad, the pointer will jump and skip pretty regularly.If one does not  mind the ergonomics of the mouse and use it on recommended surfaces, this  little device is about as good as they come.",4.0,B00004S9AK,957052800,Nice mouse though not perfect.
"This is a great set of reusable color codes cable ties for medium to large wires. They are a bit to big for smaller wires and you need to get at least a thumb full of wire to secure them properly(Picture sizing out Spagetti for two people big). If you need it for a few small wires it won't work as well. These are also a bit hard to use inside a computer case because of the excess material. I see the appication for these more like using them to bind togther cords from a home entertainment system, or the mess of cords coming from the back of the computer.",4.0,B00000J1SC,1359417600,Great Cable ties for big wires. Just know they won't work well on smaller applications.
"Strait out of the packaging I hooked them up to my HDCD Denon player. Overall, they've got good highs and mids.  The 6khz treble region could be a little more pleasantly recessed than it is, but the high-end never gets  fatiguing at normal volumes - only when loud.  I must say that the bass is  a little exaggerated. It is noticeably overdone in the 30-80HZ region --  the lowest you can pretty much hear with headphones. This never *seems* to  muddle the mids, which is often a problem with bass-heavy phones. It  doesn't seem excessively boomy and there are oodles of low-end dynamics,  which I did not expect. They remind me a lot of the Denon 950's, but  without the Denon's tissy-fit highs. When I hooked them up to my Panasonic  361C portable, I was surprised even further. With Curve: Doppelganger, the  bass didn't seem even the slightest bit exaggerated. Unfortunately, when I  moved over to extreme low-end intensive music like Massive Attack:  Mezzanine, there was still a little too much bass, but slightly less than  on the Denon. Econoline Crush: The Devil You Know kind of had too much  bass, but most people would probably prefer it that way. Yet, on many CD's  bass is noticeably overdone.  Spatially, the SportaPros have a nice open  sound.The SportaPros fold up and this is where the other caveat comes  out. When using the headband behind your head, the little fold-up hook can  start rubbing against my head, behind my right ear. This only happens when  the band slides too far down, though. All Koss had to do was have the hook  facing the opposite direction to avoid this. They're still the most  comfortable headphones-that-press-on-the-ear that I've ever tried, and I do  love how they fold up; it returns them to a nice, taught shape. The Koss  has a good, short length of cord for portable use that also has a mute  button on it.I'll keep the SportaPros as a portable and bass-y  alternative. If used with bass turned down a tad, they would be even  better.P.S. Single-entry wires are not superior.  They allow out of  phase cross-talk to enter the opposite ear through the shared ground wire,  which is why audiophile headphones are almost always dual-entry.  The  classic Sony V6, for instance, has a cross-talk problem and is unsuitable  for binaural applications because of this.",4.0,B00001P505,963360000,Good For The Price
"I remember these from the 90's - still good for casual listening, light enough for activewear, and well built so it should hold up to daily use. Decent sound quality, rolled off bass and high end, but also good for checking your mix against a 'normal' set of headphones.  Will buy again.",4.0,B00004T8R2,1388361600,Great cans for the price
"This is the best headphone I have found for watching TV or listening to voice.However, for music it is sibilant, harsh has too much treble. Bass is weak.  Extremely fatiguing.I own or have owned just about every high end headphone on the market.  Overall these are better than most $35-40 headphones, but both the Koss Porta Pro and Sennheiser PX100 in the same price range are vastly more musical, lighter weight and more portable.However, the reason I keep these around is because I have never found a better headphone for TV watching or listening to spoken recordings.  I can make out very clearly with little strain, exactly what is being said.  They are quite comfortable and the long cord is nice.",4.0,B00001W0DD,1233964800,"Great for TV Watching, Poor for Music"
"I've owned my Palm Vx for about a year and a half now. Despite the hype over much higher priced units, I still think it's one of the best PDAs out there.What I Like 1. Memory, and lots of it. If 8 Mb does not sound like a lot, think of what you're using a PDA for. There's plenty of room for the phone book and appointment book. That's 80% of what I use my Palm for. I've never run out memory. 2. Lots of freeware and cheap shareware add-ons. The most useful is the new Palm PDF Reader from Adobe. I can take important documents with me as a PDF and have them as a look up document. Other nifty utilities I've picked up include a travel alarm clock with World Time Zones, IP Calculator and some neat games to pass the time. Coming on strong are text document readers and databases. 3. Good monochrome display with adjustable contrast. Sure color on PDAs is a hot topic, but from what I've seen, color is not worth it on a PDA. The color is poor and it really decreases battery life. 4. Built in rechargabe power and long battery life. No hassle with batteries: drop it in the cradle and it recharges. I've gone as long as three weeks without recharging.What I Don't Like 1. I had to add PocketMirror to synch with Outlook. When I upgraded my desktop, the Outlook synch was lost until I purchased a new PocketMirror. I have no gripe with the performance, I just wish this was a standard feature 2. No expansion capability. I know I said it has enough memory, but I wish I could add an MP-3 player or use SmartMedia for archive storage. 3. It looks so nice I have to watch out someone dosen't &quot;adopt&quot; mine!PDA's are what most people really need when they say they need a laptop. If you really do need portable spreadsheets or data bases and total e-mail management capabilities, you *do* need a laptop and no PDA is going to fulfill your needs. A PDA is a handy electronic version of the old standby appoinment book with some adapatability to other tasks. As for the current crop of hype topics: Wireless? It's a solution in search of a problem. Color? Keep it on the big screen where it belongs.",4.0,B000031KIM,997056000,A Classic and Still The One To Compare Others To
"I bought two of these for use with two Garmin nuvi 1450  units. In my opinion, it is unfortunate that the Garmin nuvi 1450 requires extra storage capacity to handle updates; I think they should have had at least enough storage capacity built into the original units to handle the United States and Canada. I don't know yet whether I am going to need a bigger card soon to handle the updates and I don't know whether a bigger card is available.",4.0,9985511476,1390780800,It works.
"for the price this is a very good lens, i've used it numerous times and i'm very satisfied with it",4.0,B00004THCZ,1355702400,cheap but good
"This little radio is great for its intended purpose. Looks old school-ish, has an ear phone jack, dial tuner/volume. Received 4 stars because it could have better range but that often has more to do with the station.",4.0,B00004T1XE,1368403200,great for its purpose
"I am not going to repeat all previous reviewers on excellency of AM and FM receiving.  It's all true.  But quality of product is just horrible.  Look, I formerly lived in Ukraine and Soviet Union and to tell you the truth I haven't seen such horrible finish and quality in Soviet portable radios.  Quality or a lack of it is just appalling.  The tuning knob will fell off very soon.  There's no soft material under battery door-so battery rattle (I put some paper inside it cured rattle).  I understand this product made in China, but look you can buy Sony, Grundig, or any other quality product and they are made wonderfully in China, as a matter of fact, almost everything nowdays made in China.  It's not a question whether or not something made in China it's a matter how good it made there.  This radio is obviously was made in garage in China.  Just tell me why, but why there's no light on tuning scale, how hard it was to put simple connection to simple bulb.  GE seems not to care about quality of their product at all.  I wouldn't ever buy this product for looks.  It looks awful, but reception on AM is excellent, yes it is.",4.0,B00000J061,1111708800,Performance is excellent-quality of product is awful
"I bought the Koss Porta and the Panasonic-RP-DJS400because my Grado I80 poofed into disintegration. I'm poor so who cares. Anyway. Lets go. The Koss Portapros are great if you are using an I pod such device. The sound they give is very clear and crisp. I actually hooked them up to my Onyko 110 Rms surround sound system at 70 volume level and they did not blow they did crackle but these are not a stereo headphone but close.The Koss PortaPro is the best lightweight headphone for hearing all the great variety of pings and pongs with booms for the money. The displacement with these is incredible. The sound comes in so clear and uniform you almost think your in the studio but not quite. They are worth it.I bought the Pana...screw it look above.. ok.. These are great head phones the song displacement is no where near as good as the Koss. Koss has a lot higher range than the Panasonic. The Panasonic I think were designed to give a bigger bass with less treble in the high notes but they sound the best at the highest volume. I personally like that. You listen to music loud to get into it. So you have to listen to these cans loud to enjoy them. They are very good and better than AKG M80 MK11.. for the price(10 bucks cheaper that the Koss).So whos the best.The Koss Portapro got it down in the sound department and the construction is very good. Koss also stood up to my Stereo.The Panasonic sound muffled compared to the Koss but not that much. Panasonic also can be played on your stereo and they vibrate with bass on your head..this can be annoying though. The Panasonic are built though wires won't fall out and you can depend on them on a 110 rms system to deliver the better than paid price for the sound. They are ok no Sennheiser or Grado , Sony Mdr  sound quality.I choose the Koss for my Ipods and laptops... But I choose the Panasonic for a pretty good home surround sound system.  These are 2 different headphones. One is used for ipods and laptops the other is designed for everything. You like sound get Koss. You want everything with a lack in areas get the Panasonic. They are both constructed by someone who thought about the design. Boy is that important.",4.0,B00001P4ZH,1325289600,Good phones for an Ipod device
I am a systems architect for web based companies. We use the big-boy products like Cisco PIX firewalls at a cost of $15000 per network segement we are protecting. The level of protection and functionality you get out of this device is amazing at the price. I have also used the comparable NetGear router and found it to be pretty much equivalent. I have also built similar firewalls using Linux and an old PC - a process that usually takes a day or two of your free time (if you know what you're doing). The $... or so that these devices cost is cheap for two days of my personal time.,4.0,B00004SB92,994204800,"If you have a CableModem or DSL, get this!"
"i didnt expect it to be as good as its higher end model wich i think is like almost double in price. but it works amazing. has a good range of zoom. focuses quickly. only thing is if your looking to shoot anything in very low lighting, it wont come out too good even with your highest ISO setting. but overall it gets the job done.",4.0,B00004THCZ,1245974400,pretty good for the money
"This finder, a standard on the ETX125, is a must for the ETX90 if one plans on using it for astronomy. The straight thru finder is fine for birding, or other terrestrial viewing, but is akwardly placed for most astronomical observing, especially near the zenith (overhead). The tiny screw used to hold the finder can be difficult to replace. Then again, it is still only a 25mm finder.",4.0,B00004VUMG,1064188800,A must for ETX90 astronomers.
"this device does what it was intended to do, record and play. it has performed adequately as expected. i haven't gone wrong with any sony product, yet.",4.0,B00001ZT4H,1191888000,for the price
Have had some good pics with it. The USM is super helpful. The only thing is that it's a little more difficult to use in lower light settings.,4.0,B00004THCZ,1370736000,Great lens
"This was my first and only digital camera that I purchased as a display item will I was working at CompUSA. If I remember correctly, at the time this camera was over $300 but I got it for $50.I have no idea how old this camera was when I bought it, but despite that, it lasted an additional 3 1/2 years before it stopped working; the battery connections went bad. I took it apart to see if I could fix it, but to no avail.The 1.3 Megapixels was more than sufficent for me, it took crystal clear pictures everytime. I really enjoyed the LCD screen that showed in real time what the lens was looking at before you shot the picture. It also had a USB slot where you could easily tranfer the pictures to your PC. My only compaint about the camera was that the picture snapping was not instantaneous.This camera felt sturdy and built with quality materials. This camera had been dropped a few times, but it still functioned without any problems. I have taken thousands of pictures on this camera, not to mention the possible thousands that were taken before I came to own it, and I have been thourghly suprised with the durablity and quality of this camera.After my DC240 finally met its demise, I was dissapointed to find that Kodak no longer made cameras like this, instead they make these plastic, cheap looking, cheap feeling cameras that feel no way as sturdy as the DC series. I purchased a DX model a few months after this one died and took it back the next day because I was very dissapointed in the quality of the camera. To this day the DC240 has been my only digital camera and I haven't had one since. I will have to turn to EBAY to get something from the DC series, because unfortunately companies no longer make them like they used to.",4.0,B00000JDEL,1106524800,Only wish they still made them like this...
"I purchased 2 of these in November of 2011. We had a baby on the way and I anticipated lots of reading time. They were so inexpensive I got one for me & one for my wife.I find the reading experience with the Simple Touch great. The pearl e-ink display has great contrast, and pages turn pretty quickly. I keep the wifi off and battery life is really good. I don't think it's quite as good as BN claims (2 months reading time?) but I can go weeks without charging. I've only purchased a few books though the BN store, I mostly side-load them using Calibre, which works great.My wife doesn't read hers as much as I read mine, and the touchscreen on hers will go unresponsive. Holding down the ""n"" button on bottom-front while holding down the top back button forces it to rebook and come back to life. It hasn't been a major issue though.I purchased aVerso Arc Light for Kindle, Nook, & Other eReaders - Blackand it works well for reading in low-light situations. The Simple Touch with GlowLight wasn't an option when I bought mine.Overall it's a great, versatile, light small e-reader.",4.0,140053271X,1337212800,Love my Nook Simple Touch
"I have small children who often put fingerprints on our kiddie DVDs.  Typically, I clean them by ""breathing"" on the dirty DVD and using the inside of my T-shirt to wipe clean these DVDs.  However, I began to look for another solution that didn't involve my T-shirt.  This product ... the Allsop CD and DVD fast-wipes looked like a possible solution, so I ordered a pack.After giving them a try, I find they work well ... they don't get the worst of the fingerprints off without a little extra help (or in my case, a ""breath"" on the DVD), but they get about 95 percent of the fingerprints off quickly and easily.  The material is lint free and works as advertised.  20 CD/DVD shaped wipes come per pack.  Being shaped like a DVD is just a gimmick.  I usually fold them in half or quarters before wiping, so if they were square-shaped (and thus had a little more material) it might actually be more helpful than being shaped like a circle.  The instructions say that each wipe can be re-used until it becomes visably dirty or worn, so you can clean multiple DVDs per wipe.Overall, these are a good buy and work well at a reasonable price.  Four stars.",4.0,B00000J1QR,1319241600,A better CD/DVD cleaner than my T-shirts ... :-)
"I've owned 6 Panasonic VCRs, each one better than its predecessor.  I am not sure that the same holds for this one, though the price is certainly too good to pass on.If you've owned a Panasonic VCR before then you expect reliability and ease of use.  This unit delivers on that...while including 4 heads, commercial skip, a lighted remote (finally!), and the entire bevy of features now standard on every VCR.The real negative is that it is much noiser than the model it replaces; particularly when it is rewinding.  We are talking a good bit noise, enough that it makes me want to turn up the TV volume while it is rewinding.I actually went out and purchased a JVC VCR to consider as an alternative, but returned that one and kept the Panasonic becaese the JVC was way too confusing to program.So why did I keep this one?  It is very inexpensive, I like the features, and I can live with the added noise.  I think this one is a keeper unless the noise will drive you crazy.",4.0,B00004NKHY,971136000,"Inexpensive, a bit noisy, but worth it"
"This was one of Palm's real groundbreaking handhelds, with it's sleek case and low weight.  Still a great handheld but only has 2 MB of memory and lacks the SD slot that the new Palms are being manufactured with.  If you just need a calendar and address book, this will do it, but the m100 will do just about the same (...)(with albeit a much smaller screen).  The backlight on the Palm V is woeful like the backlights on all Palms, but is not needed too often.",4.0,B00000J4FS,1007683200,The classic Palm
"My husband and I were recently on a trip along the Oregon coast and to view the Giant Redwoods of California. We bought this lens to go along with our Canon Rebel TSi 12 megapixel camera. Some have said they could not take action shots with it but I have great photos of sea gulls in flight and the waves as they crest, curl, and crash on the beach. You can see the feathers on the birds. I also took photos of the ocean crashing against rocks and they are so clear you can see the outer water droplets.  We also bought a High-speed SD memory disk which could have helped with the photos. I would recommend this lens.",5.0,B00004THCZ,1214697600,Great! -This lens took action shots.
"This radio is easy to use, and sounds great.  Coverage of the shortwave spectrum is very good.  You also get sideband tuning, which you'll need if you want to hear HAM radio operators.  Off the built in telescoping antenna I get more strong stations than I have time to listen to.  With the supplied aux. antenna, reception is noticably improved.  It comes with ear-bud headphones, AC adapter and the aux antenna.  It also has AM and FM reception.  FM is stereo with the headphones, and is very good quality.  It has 2 built in clocks (believe me, you WANT that!!) 40 memories, and doubles as a clock radio small enough to use when traveling.  This could be considered an entry level radio, but it is sensetive enough that you won't ""out grow"" it for a very long time.",5.0,B00000JD4V,1041206400,Very nice radio
"I'm hard on headphones. I use them at work all day long and they get a work out. I've gone through 6 sets less than a year and a half. When these arrived, I groaned. They appeared much flimsier than I expected. Well, more than six months later, these phones are going strong. Sound is good, quality is good. There ya go! These have been around forever. I think I'm figuring out why.",5.0,B00001P4ZH,1341014400,Impressed
After always buying cheap cables or inheriting half working cables I bought a few of these. They work great and have nice clip protectors. Handy to have a few extras of these around.,5.0,B00000J1V5,1387929600,Great network cable
"Anything can be defeated but this definitely improves security, well designed and thought out. Delivered on schedule, with usual good service.",5.0,B00000J4DV,1375488000,High quality lock system
"These are great classic ""cans"". I've had them for a month and started using them after a few days burn-in when these V6s were plugged in 24/7 to a receiver in another room at upper moderate volume level. And this is what I would recommend to everyone before evaluating their sound - play them non-stop for about 100 hours without listening and then you will start to hear their best.They fit my large head perfectly and sound lovely. Bass goes low down to 5Hz but it's not boomy or distorted or overbearing in any way. From a good recording all you hear is a clean low punch.The only one thing I would improve is the vinyl ear surrounds. I might get a pair of black cotton baby head bands to wrap around the vinyl donuts.If you get them for around sixty shipped, then it's a good deal.",5.0,B00001WRSJ,1323302400,Great inexpensive headphones
I needed more memory in order to add additional coverage for my Garmin Nuvi GPS. This one did the trick.,5.0,9985511476,1350777600,Kingston MicroSDHC Card for my Garmin GPS
"Works very well.  Used on 2 different CD players that were starting to skip, and took care of the problem.  Easy to follow audio directions.",5.0,B00000J1QK,1378857600,Allsop CD Lens Cleaner
especially good for all connections using ethernet and networking becomes a real breese to install and set up with this unit,5.0,B00002EQCS,1394582400,the switch in time does fine
"As an organiser, it's really worth the price! It's unexpensive and extremely useful so that's why it's still in the market for so long.It has the basic functions of other advanced handhelds, but the only thing I need to do is organize. Instead of playing games you can learn or read, but don't buy a Palm to play games! An organiser is not a Game-Boy! Buy a Game-Boy instead of a Palm if you want to play games since it offers a complete game for a complete price. Playing a game on a Palm is like playing on an old computer, those that first came out for consumers, so it's slow, dumb, and expensive!What I found to be excellent:-You can have many, many alarm settings unlike all watches. It'a also an travelling clock or it will just replace yours at home. Different days, time, date, or year, no problem.-The Date Book seems to be better than paper and pen. Easy access and quick find. Want an alarm for everything you have to do? No problem.-The keyboard, sold seperately, seems to work flawlessly. You still can impress people by opening it or folding it and placing it in your pocket.-Some programs like shoplist, hackmaster, listmaker, handyshop, tinysheet(if you know how to find it), cookbook, and cspotrun can really help make things easier in your life. Free programs are all that we want and need.-Imagine how much time and money it will save you if you compared it to paper or a secretary. If you jot down everything you need and then retype it on your computer, you'll lose hundreds(total) of hours(of work?) doing so. With a keyboard, you can type anywhere(well almost), day or night, and the plastic smells nice(geek!).Most people complain about a lot of things, but you get what you pay for:-non-expansionnal-smaller screen-slow(16mhz), compared to others(33mhz)-expensive programs-expensive accessories-only 2 mb of memoryIf you want to have the top of the line gadget, don't buy the most inexpensive handheld. You don't need the expansion since it's maybe too expensive(one game=one game-boy games). Smaller screen means less battery usage but it doesn't mean less information! Speed? What? You'll only notice a fraction of a second difference. So what. What? Did you see the price on the cheap programs? Ridiculous. The only accessories you need are the keyboard, a case, and rechargeable batteries. Can you replace the internal batteries of other handhelds? I don't think so. Why do you need more memory when you only want to organize? More programs means more unstable. It WILL crash more often with other programs so it safer with basics. What? Do you want to lose all information on your Palm? What? [Of course not!] I never complained about memory since it's an organiser and I only used up one meg.This is basicly a handheld for those who don't want to spend much and who just want to organize!For those who can afford the cooler stuff, an Mp3 player, color screen(it's not how it looks on pictures!), expansion slot, more memory, voice recorder, and better programs are the best choices. There are handhelds with bigger screens used to read ebooks(records memos too!). I don't recommand people buying a color handheld if they can't change the battery or even use back up batteries.What?'Cuz Simon Said So! What?",5.0,B00004VWM3,1015718400,After more than 2 years of use...
